area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
89.89㎡,"
                      2008年-2012年建
          ","				中层(共10层)
		
",https://zhongshan.qfang.com/sale/501533982?insource=sale_list&top=1&optimalType=optimization,东南,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/满五唯一,翠香雅舍 3室2厅89.89m²精装修VIP特价85万！,85,9456元/㎡,精装
area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
94.46㎡,"
                      2015年建
          ","				高层(共34层)
		
",https://zhongshan.qfang.com/sale/500519238?insource=sale_list&top=1&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅94.46m²普通装修,85,8999元/㎡,毛坯
89.89㎡,"
                      2008年-2012年建
          ","				中层(共10层)
		
",https://zhongshan.qfang.com/sale/501533982?insource=sale_list&top=2&optimalType=optimization,东南,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/满五唯一,翠香雅舍 3室2厅89.89m²精装修VIP特价85万！,85,9456元/㎡,精装
89㎡,"
                      2008年-2015年建
          ","				中层(共32层)
		
",https://zhongshan.qfang.com/sale/500525562?insource=sale_list&top=3&optimalType=optimization,东北,坦洲-坦洲-,3室2厅,中山市坦洲镇林东小学/随时看房/满五年/电梯,金悦华庭 3室2厅89m² 欧美装修风格 中高楼层,104,11685元/㎡,精装
83.2㎡,"
                      2002年-2010年建
          ","				高层(共6层)
		
",https://zhongshan.qfang.com/sale/500205718?insource=sale_list&top=4&optimalType=optimization,北,西区-小商品-,3室2厅,中山市西区小学/随时看房/满两年/房本在手,愉翠雅园 3室2厅83.2m²精装修,82,9856元/㎡,精装
109㎡,"
                      2003年建
          ","				低层(共36层)
		
",https://zhongshan.qfang.com/sale/501955885?insource=sale_list&top=5&optimalType=optimization,东南,石岐-民权路-,3室2厅,满两年/电梯,"永胜广场 一线江景房,低于市场价出售 ,3室2厅109m²",95,8716元/㎡,简装
93㎡,"
                      2001年-2020年建
          ","				低层(共11层)
		
",https://zhongshan.qfang.com/sale/502081352?insource=sale_list&top=6&optimalType=optimization,东南,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/满五年/房本在手/电梯,安南丽苑 华发商都附近，装修3房2厅,115,12366元/㎡,简装
119.27㎡,"
                      1998年-2008年建
          ","				高层(共7层)
		
",https://zhongshan.qfang.com/sale/500069925?insource=sale_list&top=7&optimalType=optimization,东北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年,教师村 笋盘特别推荐！！！笋盘特别推荐！！！,65,5450元/㎡,精装
102.1㎡,"
                      2005年建
          ","				中层(共6层)
		
",https://zhongshan.qfang.com/sale/500480604?insource=sale_list&top=8&optimalType=optimization,北,沙溪-沙溪-,3室2厅,中山市沙溪镇云汉小学/满五唯一/房本在手,明月苑 业主自住的房子，室内的环境保养的很好，价格公道,95,9305元/㎡,简装
99.39㎡,"
                      2015年-2019年建
          ","				中层(共16层)
		
",https://zhongshan.qfang.com/sale/501917263?insource=sale_list&top=9&optimalType=optimization,南,三乡-金涌大道-,3室2厅,随时看房/满两年/电梯,爱琴半岛 3室2厅99.39m²毛坯地段好近珠海交通便利,110,11068元/㎡,毛坯
92.5㎡,"
                      2001年-2015年建
          ","				中层(共18层)
		
",https://zhongshan.qfang.com/sale/500343353?insource=sale_list&top=10&optimalType=optimization,北,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/满五唯一/电梯,中澳丽珠花园 3室2厅 92.5m ²精装修,115,12432元/㎡,精装
89.38㎡,"
                      2004年-2016年建
          ","				高层(共18层)
		
",https://zhongshan.qfang.com/sale/501655521?insource=sale_list&top=11&optimalType=optimization,北,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/满五唯一/电梯,海悦城邦 亲戚家的房子，价格可谈，南北通透，无税,120,13426元/㎡,简装
112㎡,"
                      2001年-2015年建
          ","				中层(共7层)
		
",https://zhongshan.qfang.com/sale/501419180?insource=sale_list&top=12&optimalType=optimization,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一,半山午后 3室2厅120m²满五年,110,9821元/㎡,精装
90.05㎡,"
                      2001年-2015年建
          ","				低层(共22层)
		
",https://zhongshan.qfang.com/sale/100318173?insource=sale_list&top=13&optimalType=optimization,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,半山午后 半山午后 带大花园 新装修 带家电,102,11327元/㎡,简装
102.43㎡,"
                      2007年-2010年建
          ","				低层(共12层)
		
",https://zhongshan.qfang.com/sale/100560598?insource=sale_list&top=14&optimalType=optimization,北,沙溪-溪角中学-,3室2厅,满两年,誉花园 3室2厅0厨2卫 102.43m² 普通装修,98,9568元/㎡,简装
91㎡,"
                      2000年-2012年建
          ","				低层(共6层)
		
",https://zhongshan.qfang.com/sale/502303089?insource=sale_list&top=15&optimalType=optimization,北,坦洲-坦洲-,3室2厅,中山市坦洲镇林东小学/满两年,锦绣乐满苑 3室2厅91m²精装修,95,10440元/㎡,精装
139㎡,"
                      2000年建
          ","				高层(共11层)
		
",https://zhongshan.qfang.com/sale/500249382?insource=sale_list&top=16&optimalType=optimization,南,西区-西区-,3室2厅,中山市西区沙朗小学/随时看房/满五年/电梯,金怡苑  交通方便 小区环境优美,118,8489元/㎡,毛坯
112.31㎡,"
                      1998年-2016年建
          ","				高层(共5层)
		
",https://zhongshan.qfang.com/sale/500606172?insource=sale_list&top=17&optimalType=optimization,西南,三乡-雅居乐-,3室2厅,随时看房/满两年,丽景城市广场 3室2厅1厨2卫 112.34m² 精致装修,84,7479元/㎡,精装
102㎡,"
                      2010年-2018年建
          ","				中层(共30层)
		
",https://zhongshan.qfang.com/sale/501341174?insource=sale_list&top=18&optimalType=optimization,西北,坦洲-坦洲-,3室2厅,中山市坦洲镇林东小学/随时看房/满五年/电梯,锦绣国际花城3期 成熟商圈  湖景大宅  配套完善,115,11275元/㎡,毛坯
81.17㎡,"
                      2012年建
          ","				中层(共7层)
		
",https://zhongshan.qfang.com/sale/500598469?insource=sale_list&top=19&optimalType=optimization,南,沙溪-沙溪镇政府-,3室2厅,满两年,"骏隆轩幸福里8号 2+1房,南北对流,拎包入住",72,8870元/㎡,精装
area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
89.66㎡,"
                      2012年建
          ","				中层(共18层)
		
",https://zhongshan.qfang.com/sale/500881713?insource=sale_list&top=1&optimalType=optimization,西北,坦洲-坦洲-,3室2厅,中山市坦洲镇七村小学/随时看房/电梯,神州华府一期 3室2厅89.66m²普通装修,108,12046元/㎡,简装
90.35㎡,"
                      2010年-2019年建
          ","				低层(共32层)
		
",https://zhongshan.qfang.com/sale/501337691?insource=sale_list&top=2&optimalType=optimization,南,三乡-三乡-,3室2厅,随时看房/电梯,畔山中心城 诚心出售，3室2厅90.75m²毛坯,94,10404元/㎡,毛坯
124.19㎡,"
                      2006年-2017年建
          ","				高层(共6层)
		
",https://zhongshan.qfang.com/sale/500570102?insource=sale_list&top=3&optimalType=optimization,东南,坦洲-坦洲-,3室2厅,中山市坦洲镇林东小学/满五年,锦绣雅苑 步梯中高层，朝南精装3房，户型格局方正，采光好,102,8213元/㎡,精装
103㎡,"
                      2011年-2018年建
          ","				低层(共32层)
		
",https://zhongshan.qfang.com/sale/500848905?insource=sale_list&top=4&optimalType=optimization,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/电梯,雅居乐新城诺丁山 全新毛坯！3房2厅。 电梯中层！价格实惠！,99,9612元/㎡,毛坯
94.02㎡,"
                      2015年建
          ","				低层(共20层)
		
",https://zhongshan.qfang.com/sale/500014707?insource=sale_list&top=5&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室毛坯房，格局方正，毛坯房给您更多的自由装修空间,85,9041元/㎡,毛坯
112.09㎡,"
                      2001年-2015年建
          ","				低层(共7层)
		
",https://zhongshan.qfang.com/sale/501907956?insource=sale_list&top=6&optimalType=optimization,南,三乡-雅居乐-,3室2厅,满两年/房本在手,半山午后 3室2厅112.09m²精装修,98,8743元/㎡,精装
127㎡,"
                      2007年-2016年建
          ","				高层(共31层)
		
",https://zhongshan.qfang.com/sale/100131054?insource=sale_list&top=7&optimalType=optimization,东南,坦洲-坦洲-,3室2厅,随时看房/满五唯一/电梯,爱me公园 东南向大三房 大阳台 景观楼层 采光通风好 ,112,8819元/㎡,毛坯
87.01㎡,"
                      2005年-2020年建
          ","				低层(共33层)
		
",https://zhongshan.qfang.com/sale/500550775?insource=sale_list&top=8&optimalType=optimization,东南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 3室2厅87.01m²毛坯,90,10344元/㎡,毛坯
89㎡,"
                      2008年-2015年建
          ","				中层(共32层)
		
",https://zhongshan.qfang.com/sale/500525562?insource=sale_list&top=9&optimalType=optimization,东北,坦洲-坦洲-,3室2厅,中山市坦洲镇林东小学/随时看房/满五年/电梯,金悦华庭 3室2厅89m² 欧美装修风格 中高楼层,104,11685元/㎡,精装
112.31㎡,"
                      1998年-2016年建
          ","				高层(共5层)
		
",https://zhongshan.qfang.com/sale/500606172?insource=sale_list&top=10&optimalType=optimization,西南,三乡-雅居乐-,3室2厅,随时看房/满两年,丽景城市广场 3室2厅1厨2卫 112.34m² 精致装修,84,7479元/㎡,精装
